rPacketNo	rPacketTime	rPacketTimeDouble
0	1464958476716606	0.000000
1	1464958476729086	0.020151
2	1464958476741405	0.040257
3	1464958476754501	0.060137
16	1464958476923343	0.320207
17	1464958476935995	0.340250
25	1464958477042149	0.500249
26	1464958477125710	0.520276
27	1464958477138608	0.540192
28	1464958477150905	0.560125
29	1464958477163974	0.580191
30	1464958477176510	0.600189
31	1464958477189474	0.620156
32	1464958477201736	0.640153
33	1464958477214375	0.660117
34	1464958477229667	0.680139
35	1464958477243343	0.700151
36	1464958477255820	0.720133
37	1464958477268913	0.740122
38	1464958477330474	0.760125
39	1464958477343080	0.780133
40	1464958477355656	0.800182
41	1464958477370024	0.820141
42	1464958477381646	0.840149
43	1464958477394450	0.860185
44	1464958477411642	0.880144
45	1464958477428430	0.900183
46	1464958477536002	0.920155
47	1464958477548437	0.940186
48	1464958477560786	0.960133
49	1464958477573093	0.980187
50	1464958477586040	1.000186
51	1464958477598676	1.020186
52	1464958477610925	1.040143
53	1464958477623397	1.060240
54	1464958477638404	1.080207
55	1464958477650923	1.100205
56	1464958477663521	1.120221
57	1464958477675723	1.140152
58	1464958477691403	1.160127
59	1464958477740322	1.180224
60	1464958477752846	1.200183
61	1464958477766949	1.220187
62	1464958477778433	1.240187
63	1464958477790687	1.260135
64	1464958477944592	1.280143
65	1464958477956913	1.300150
66	1464958477969490	1.320187
67	1464958477982109	1.340187
68	1464958477994768	1.360131
69	1464958478007353	1.380146
70	1464958478019602	1.400185
71	1464958478031922	1.420187
72	1464958478047614	1.440187
73	1464958478059885	1.460187
74	1464958478072523	1.480112
75	1464958478085105	1.500219
76	1464958478097772	1.520147
77	1464958478111118	1.540130
78	1464958478123853	1.560142
79	1464958478136049	1.580192
80	1464958478150206	1.600187
81	1464958478162573	1.620189
82	1464958478174533	1.640187
83	1464958478188359	1.660138
84	1464958478354319	1.680138
85	1464958478366939	1.700184
86	1464958478379184	1.720193
87	1464958478391760	1.740186
88	1464958478404145	1.760133
89	1464958478416402	1.780187
90	1464958478429039	1.800187
91	1464958478441551	1.820187
92	1464958478453775	1.840187
93	1464958478469589	1.860133
94	1464958478481295	1.880129
95	1464958478494420	1.900187
96	1464958478506616	1.920187
106	1464958478764520	2.120188
107	1464958478779621	2.140186
108	1464958478792045	2.160144
109	1464958478804262	2.180188
110	1464958478817941	2.200233
111	1464958478832777	2.220187
112	1464958478844969	2.240129
113	1464958478860231	2.260190
114	1464958478875860	2.280198
115	1464958478888391	2.300152
116	1464958478901035	2.320151
117	1464958478913383	2.340152
118	1464958478925958	2.360186
119	1464958478938407	2.380190
120	1464958478951532	2.400186
121	1464958478964520	2.420153
123	1464958479173729	2.460190
124	1464958479186523	2.480187
125	1464958479199324	2.500185
126	1464958479211511	2.520187
127	1464958479223831	2.540187
128	1464958479236061	2.560187
129	1464958479248309	2.580134
130	1464958479260501	2.600185
131	1464958479272726	2.620188
132	1464958479288730	2.640188
133	1464958479299672	2.660131
134	1464958479312030	2.680164
135	1464958479324248	2.700188
136	1464958479336481	2.720187
137	1464958479348726	2.740188
138	1464958479360982	2.760186
139	1464958479373177	2.780194
140	1464958479387355	2.800196
141	1464958479399615	2.820153
142	1464958479411935	2.840189
143	1464958479424158	2.860187
144	1464958479439906	2.880236
145	1464958479452166	2.900117
146	1464958479464387	2.920161
147	1464958479476661	2.940196
148	1464958479491354	2.960196
149	1464958479508439	2.980194
150	1464958479582962	3.000186
151	1464958479595174	3.020152
152	1464958479607348	3.040209
153	1464958479619565	3.060251
154	1464958479634732	3.080229
155	1464958479646984	3.100230
156	1464958479787899	3.120154
157	1464958479800352	3.140185
158	1464958479815323	3.160137
159	1464958479827606	3.180146
160	1464958479839868	3.200187
161	1464958479852156	3.220152
162	1464958479864410	3.240187
163	1464958479876633	3.260188
164	1464958479890843	3.280188
165	1464958479903070	3.300189
166	1464958479915292	3.320153
167	1464958479927459	3.340133
168	1464958479939772	3.360132
169	1464958479952094	3.380185
