rPacketNo	rPacketTime	rPacketTimeDouble
0	1464957511899646	0.000000
1	1464957511911804	0.020155
2	1464957511925216	0.040157
3	1464957511937862	0.060138
4	1464957511949786	0.080137
5	1464957512103686	0.100134
6	1464957512116521	0.120145
7	1464957512129066	0.140188
8	1464957512141709	0.160186
9	1464957512154150	0.180189
10	1464957512166536	0.200190
11	1464957512178932	0.220188
12	1464957512191558	0.240188
13	1464957512206989	0.260112
14	1464957512219881	0.280189
15	1464957512232808	0.300189
16	1464957512245074	0.320188
17	1464957512257837	0.340113
18	1464957512270090	0.360196
19	1464957512286537	0.380189
20	1464957512299722	0.400150
21	1464957512513171	0.420189
22	1464957512525832	0.440140
23	1464957512539644	0.460185
24	1464957512551846	0.480118
25	1464957512564201	0.500236
26	1464957512578825	0.520154
27	1464957512591150	0.540188
28	1464957512604080	0.560130
29	1464957512618282	0.580131
30	1464957512631883	0.600186
31	1464957512644433	0.620188
32	1464957512656664	0.640152
33	1464957512669857	0.660187
34	1464957512682465	0.680151
35	1464957512698477	0.700191
36	1464957512713227	0.720186
37	1464957512726251	0.740188
38	1464957512738618	0.760152
39	1464957512751309	0.780190
40	1464957512764118	0.800152
41	1464957512776396	0.820185
42	1464957512788653	0.840151
43	1464957512801100	0.860152
44	1464957512813422	0.880133
45	1464957512829862	0.900186
46	1464957512842925	0.920189
47	1464957512855408	0.940189
48	1464957512867519	0.960152
49	1464957512880204	0.980190
50	1464957512892797	1.000191
51	1464957512905488	1.020188
52	1464957512917566	1.040111
53	1464957512932047	1.060179
54	1464957512945933	1.080188
55	1464957512958540	1.100189
56	1464957512972442	1.120188
58	1464957513141017	1.160187
59	1464957513153465	1.180187
60	1464957513165593	1.200190
61	1464957513177626	1.220188
62	1464957513190002	1.240127
63	1464957513202809	1.260190
64	1464957513215262	1.280188
65	1464957513230967	1.300194
66	1464957513243539	1.320189
67	1464957513256792	1.340131
68	1464957513269781	1.360148
69	1464957513282391	1.380152
70	1464957513294902	1.400190
71	1464957513307837	1.420188
72	1464957513320257	1.440152
73	1464957513334871	1.460188
74	1464957513349111	1.480186
75	1464957513361846	1.500189
76	1464957513376693	1.520189
77	1464957513392185	1.540187
78	1464957513435545	1.560188
79	1464957513447870	1.580189
80	1464957513460475	1.600191
81	1464957513473116	1.620190
82	1464957513537095	1.640138
83	1464957513549253	1.660195
84	1464957513562446	1.680130
85	1464957513576648	1.700152
86	1464957513589272	1.720149
87	1464957513602190	1.740187
88	1464957513615737	1.760189
89	1464957513632237	1.780189
90	1464957513742120	1.800189
91	1464957513754460	1.820189
92	1464957513767580	1.840141
93	1464957513779785	1.860184
94	1464957513792220	1.880142
95	1464957513804772	1.900185
96	1464957513817309	1.920188
97	1464957513829680	1.940136
98	1464957513845873	1.960133
99	1464957513858142	1.980133
100	1464957513870794	2.000186
101	1464957513883993	2.020189
102	1464957513896827	2.040140
103	1464957513910791	2.060187
104	1464957513931840	2.080133
105	1464957513951965	2.100185
106	1464957513972093	2.120188
107	1464957513992065	2.140186
108	1464957514011966	2.160187
109	1464957514049618	2.180108
110	1464957514062368	2.200256
111	1464957514075240	2.220280
112	1464957514091861	2.240205
113	1464957514151513	2.260213
114	1464957514164090	2.280170
115	1464957514176358	2.300209
116	1464957514190617	2.320194
117	1464957514202223	2.340157
118	1464957514215503	2.360197
119	1464957514232080	2.380220
120	1464957514255023	2.400155
121	1464957514272110	2.420187
122	1464957514356282	2.440186
123	1464957514368931	2.460188
124	1464957514381539	2.480190
125	1464957514394405	2.500153
126	1464957514407240	2.520187
127	1464957514419524	2.540186
128	1464957514431781	2.560187
129	1464957514445778	2.580153
130	1464957514459761	2.600187
131	1464957514472707	2.620181
132	1464957514561925	2.640278
133	1464957514574797	2.660253
134	1464957514587465	2.680201
135	1464957514600136	2.700199
136	1464957514612743	2.720198
137	1464957514625514	2.740226
138	1464957514638279	2.760239
139	1464957514652648	2.780281
140	1464957514668285	2.800281
141	1464957514680259	2.820282
142	1464957514692726	2.840277
143	1464957514766025	2.860211
144	1464957514778472	2.880132
145	1464957514792711	2.900186
146	1464957514805512	2.920150
147	1464957514818666	2.940189
148	1464957514831306	2.960190
149	1464957514845705	2.980187
150	1464957514858699	3.000189
152	1464957514970933	3.040187
153	1464957514983189	3.060188
154	1464957514995828	3.080189
155	1464957515008405	3.100189
156	1464957515021203	3.120189
157	1464957515033749	3.140189
158	1464957515046262	3.160188
159	1464957515059317	3.180188
160	1464957515074812	3.200188
161	1464957515087286	3.220187
162	1464957515099701	3.240186
163	1464957515112025	3.260187
164	1464957515175152	3.280150
165	1464957515187675	3.300189
166	1464957515200380	3.320190
167	1464957515213373	3.340110
168	1464957515227649	3.360172
169	1464957515239210	3.380188
170	1464957515251810	3.400161
171	1464957515380207	3.420185
172	1464957515392620	3.440186
173	1464957515404873	3.460187
174	1464957515417450	3.480190
175	1464957515429579	3.500187
176	1464957515441977	3.520187
177	1464957515454223	3.540188
178	1464957515466550	3.560187
179	1464957515478811	3.580189
180	1464957515494708	3.600216
181	1464957515505971	3.620280
182	1464957515518630	3.640210
183	1464957515531285	3.660266
184	1464957515543507	3.680283
185	1464957515555796	3.700281
186	1464957515572050	3.720282
187	1464957515789873	3.740281
188	1464957515802465	3.760279
189	1464957515815408	3.780282
190	1464957515828334	3.800279
191	1464957515840593	3.820282
192	1464957515852868	3.840251
193	1464957515865073	3.860257
194	1464957515877391	3.880194
195	1464957515889806	3.900135
196	1464957515905455	3.920188
197	1464957515917810	3.940187
198	1464957515930652	3.960153
199	1464957515942841	3.980123
200	1464957515955159	4.000167
201	1464957515967352	4.020186
202	1464957515979691	4.040140
203	1464957515992156	4.060185
204	1464957516006422	4.080188
205	1464957516018953	4.100188
206	1464957516031384	4.120186
207	1464957516045046	4.140135
208	1464957516057660	4.160127
209	1464957516069940	4.180152
210	1464957516082198	4.200151
211	1464957516097018	4.220186
212	1464957516109403	4.240151
213	1464957516121721	4.260187
214	1464957516134009	4.280190
220	1464957516404245	4.400188
221	1464957516416851	4.420188
222	1464957516430818	4.440141
223	1464957516445909	4.460187
224	1464957516458516	4.480187
225	1464957516471732	4.500188
226	1464957516484405	4.520186
227	1464957516496944	4.540186
228	1464957516514130	4.560187
229	1464957516526531	4.580188
230	1464957516539151	4.600188
231	1464957516552062	4.620186
232	1464957516564386	4.640151
233	1464957516576715	4.660217
234	1464957516589790	4.680281
235	1464957516602156	4.700237
236	1464957516616191	4.720158
237	1464957516628497	4.740138
238	1464957516641451	4.760124
239	1464957516653870	4.780150
240	1464957516667275	4.800124
241	1464957516679323	4.820151
242	1464957516692177	4.840112
256	1464957517020369	5.120187
257	1464957517032786	5.140187
262	1464957517223560	5.240152
263	1464957517235815	5.260189
264	1464957517248199	5.280142
265	1464957517260872	5.300190
266	1464957517273289	5.320190
267	1464957517285642	5.340144
268	1464957517297800	5.360150
269	1464957517310279	5.380141
270	1464957517322666	5.400196
271	1464957517337719	5.420194
273	1464957517362988	5.460193
274	1464957517375599	5.480157
275	1464957517387819	5.500195
276	1464957517400586	5.520197
277	1464957517413612	5.540141
278	1464957517634137	5.560190
279	1464957517646570	5.580195
280	1464957517659118	5.600165
281	1464957517671050	5.620190
282	1464957517684520	5.640122
283	1464957517701091	5.660247
284	1464957517714087	5.680189
285	1464957517726676	5.700189
287	1464957517756171	5.740134
288	1464957517768424	5.760182
289	1464957517780636	5.780189
290	1464957517793210	5.800188
294	1464957517847991	5.880140
295	1464957517942207	5.900151
305	1464957517954831	6.100190
306	1464957517980589	6.120187
307	1464957518005391	6.140187
308	1464957518030571	6.160187
309	1464957518119835	6.180187
311	1464957518247590	6.220221
312	1464957518260151	6.240240
313	1464957518272770	6.260280
314	1464957518286497	6.280279
315	1464957518299142	6.300242
