rPacketNo	rPacketTime	rPacketTimeDouble
0	1466086243421248	0.000000
20	1466086244035655	0.400149
28	1466086244240158	0.560126
30	1466086244289961	0.600160
44	1466086244649877	0.880148
45	1466086244854726	0.900154
62	1466086245367282	1.240132
77	1466086245416006	1.540174
90	1466086246153434	1.800130
96	1466086246304060	1.920159
97	1466086246328451	1.940205
98	1466086246352865	1.960153
101	1466086246428283	2.020196
102	1466086246452707	2.040133
103	1466086246477053	2.060185
104	1466086246507170	2.080144
105	1466086246530774	2.100206
106	1466086246555232	2.120140
107	1466086246579767	2.140127
108	1466086246606071	2.160143
109	1466086246630580	2.180163
110	1466086246654968	2.200177
111	1466086246679550	2.220173
117	1466086246830183	2.340159
118	1466086246854212	2.360207
122	1466086246976016	2.440149
125	1466086247051410	2.500226
126	1466086247075794	2.520135
127	1466086247102037	2.540185
128	1466086247126514	2.560127
129	1466086247150881	2.580180
132	1466086247226512	2.640132
133	1466086247250939	2.660235
134	1466086247275468	2.680219
136	1466086247326397	2.720141
137	1466086247350937	2.740160
138	1466086247375312	2.760156
141	1466086247450980	2.820201
142	1466086247477613	2.840159
143	1466086247502060	2.860153
144	1466086247528448	2.880140
145	1466086247552816	2.900171
146	1466086247577173	2.920131
147	1466086247601334	2.940177
148	1466086247628027	2.960125
149	1466086247652426	2.980187
150	1466086247676924	3.000199
151	1466086247701354	3.020190
152	1466086247727752	3.040172
153	1466086247752316	3.060160
154	1466086247776788	3.080129
155	1466086247801276	3.100236
168	1466086248212681	3.360159
170	1466086248264051	3.400125
171	1466086248288605	3.420153
172	1466086248313052	3.440122
173	1466086248340476	3.460145
174	1466086248364883	3.480146
175	1466086248389502	3.500127
176	1466086248414327	3.520154
178	1466086248465335	3.560159
179	1466086248489853	3.580124
180	1466086248514397	3.600128
181	1466086248540804	3.620125
182	1466086248565149	3.640126
183	1466086248591581	3.660151
184	1466086248618302	3.680126
187	1466086248770516	3.740122
188	1466086248794820	3.760151
189	1466086248819255	3.780146
190	1466086248847226	3.800139
191	1466086248870289	3.820170
192	1466086248894525	3.840151
193	1466086248919040	3.860138
194	1466086248945559	3.880170
195	1466086248970293	3.900122
196	1466086248995382	3.920142
197	1466086249019871	3.940142
198	1466086249046192	3.960152
199	1466086249070684	3.980154
200	1466086249095093	4.000163
