rPacketNo	rPacketTime	rPacketTimeDouble
0	1466087768167904	0.000000
1	1466087768372878	0.020204
2	1466087768397241	0.040137
3	1466087768421473	0.060129
4	1466087768445853	0.080122
7	1466087768522533	0.140146
9	1466087768572831	0.180125
10	1466087768597081	0.200146
11	1466087768621333	0.220177
12	1466087768645694	0.240141
13	1466087768671808	0.260167
14	1466087768695861	0.280138
15	1466087768720932	0.300143
16	1466087768745128	0.320142
18	1466087768798476	0.360152
19	1466087768822602	0.380164
20	1466087768846917	0.400142
24	1466087768947532	0.480133
25	1466087768971948	0.500178
26	1466087768997884	0.520164
27	1466087769022348	0.540234
28	1466087769046729	0.560147
29	1466087769071010	0.580175
30	1466087769097232	0.600126
32	1466087769145962	0.640140
33	1466087769170318	0.660206
34	1466087769196465	0.680152
35	1466087769220710	0.700133
36	1466087769245131	0.720128
37	1466087769269360	0.740168
39	1466087769322174	0.780198
40	1466087769346498	0.800136
41	1466087769370702	0.820121
44	1466087769445590	0.880136
45	1466087769472078	0.900129
46	1466087769498203	0.920127
47	1466087769522608	0.940194
48	1466087769546867	0.960131
49	1466087769571198	0.980175
50	1466087769597493	1.000147
51	1466087769621626	1.020221
52	1466087769646049	1.040135
53	1466087769670383	1.060184
54	1466087769696493	1.080139
55	1466087769720826	1.100140
56	1466087769748341	1.120142
57	1466087769772600	1.140157
60	1466087769847511	1.200125
61	1466087769871564	1.220155
64	1466087769946458	1.280145
65	1466087769970811	1.300140
66	1466087769995058	1.320145
67	1466087770021186	1.340144
68	1466087770045470	1.360148
69	1466087770069940	1.380205
70	1466087770094229	1.400148
71	1466087770120470	1.420152
72	1466087770144826	1.440150
73	1466087770169150	1.460200
74	1466087770193331	1.480151
75	1466087770219475	1.500143
76	1466087770245587	1.520147
81	1466087770367351	1.620164
83	1466087770417803	1.660165
84	1466087770442134	1.680137
85	1466087770466473	1.700123
86	1466087770490779	1.720136
87	1466087770517034	1.740207
88	1466087770541221	1.760147
89	1466087770565638	1.780198
90	1466087770589923	1.800152
91	1466087770616041	1.820164
92	1466087770640417	1.840135
93	1466087770664654	1.860190
94	1466087770688946	1.880127
103	1466087770911884	2.060184
104	1466087770938052	2.080166
105	1466087770962435	2.100130
108	1466087771039653	2.160209
109	1466087771063849	2.180207
110	1466087771088295	2.200172
111	1466087771112580	2.220155
112	1466087771138408	2.240130
113	1466087771163073	2.260153
114	1466087771187134	2.280137
115	1466087771212002	2.300157
117	1466087771263186	2.340148
118	1466087771287589	2.360158
119	1466087771311815	2.380145
120	1466087771338009	2.400132
121	1466087771362407	2.420185
123	1466087771471055	2.460179
126	1466087771547044	2.520206
127	1466087771571627	2.540163
128	1466087771595994	2.560132
129	1466087771620514	2.580201
133	1466087771720264	2.660130
135	1466087771770983	2.700130
136	1466087771795382	2.720202
137	1466087771819751	2.740175
139	1466087771870700	2.780172
140	1466087771895230	2.800134
141	1466087771919794	2.820202
146	1466087772071219	2.920125
147	1466087772095702	2.940202
148	1466087772120172	2.960155
