rPacketNo	rPacketTime	rPacketTimeDouble
0	1464708332146168	0.000001
1	1464708332351276	0.020191
2	1464708332375514	0.040178
3	1464708332399729	0.060157
4	1464708332423983	0.080114
5	1464708332451289	0.100143
6	1464708332477897	0.120121
7	1464708332502316	0.140175
8	1464708332526512	0.160236
9	1464708332552756	0.180173
10	1464708332576913	0.200183
11	1464708332601154	0.220147
12	1464708332625393	0.240180
13	1464708332651533	0.260221
14	1464708332675794	0.280181
15	1464708332700920	0.300192
16	1464708332725108	0.320208
21	1464708333025716	0.420173
22	1464708333049866	0.440185
23	1464708333076280	0.460185
24	1464708333100441	0.480103
25	1464708333124722	0.500125
26	1464708333148928	0.520169
27	1464708333175135	0.540185
28	1464708333199319	0.560189
29	1464708333223575	0.580181
30	1464708333248865	0.600149
31	1464708333277107	0.620173
37	1464708333425306	0.740184
39	1464708333492636	0.780181
40	1464708333516954	0.800132
41	1464708333541275	0.820171
58	1464708334141496	1.160189
60	1464708334193268	1.200180
61	1464708334217458	1.220181
62	1464708334241831	1.240185
63	1464708334265992	1.260135
64	1464708334293947	1.280173
65	1464708334316739	1.300184
66	1464708334341060	1.320180
67	1464708334365220	1.340186
68	1464708334391293	1.360121
70	1464708334439887	1.400178
71	1464708334464230	1.420181
75	1464708334563827	1.500170
76	1464708334588198	1.520129
77	1464708334614339	1.540173
79	1464708334809872	1.580185
84	1464708334934237	1.680231
85	1464708334958462	1.700237
86	1464708334982667	1.720241
87	1464708335008966	1.740244
88	1464708335033310	1.760244
89	1464708335057695	1.780242
90	1464708335082047	1.800238
92	1464708335133181	1.840245
93	1464708335157569	1.860182
94	1464708335181856	1.880191
96	1464708335234085	1.920134
98	1464708335280770	1.960107
100	1464708335447571	2.000136
101	1464708335471600	2.020117
102	1464708335496240	2.040089
103	1464708335522320	2.060092
104	1464708335546697	2.080148
105	1464708335570769	2.100129
106	1464708335595324	2.120183
107	1464708335621449	2.140149
108	1464708335645669	2.160174
109	1464708335669935	2.180138
110	1464708335694195	2.200212
112	1464708335744710	2.240120
113	1464708335768843	2.260169
114	1464708335793481	2.280183
115	1464708335817774	2.300187
116	1464708335843984	2.320151
118	1464708336037657	2.360119
119	1464708336061905	2.380154
120	1464708336086972	2.400171
121	1464708336111308	2.420146
122	1464708336139120	2.440171
123	1464708336162019	2.460146
124	1464708336186227	2.480172
125	1464708336210584	2.500180
126	1464708336236745	2.520180
127	1464708336261001	2.540148
128	1464708336285251	2.560173
129	1464708336309477	2.580183
130	1464708336335660	2.600130
131	1464708336359967	2.620166
132	1464708336384378	2.640185
133	1464708336408745	2.660188
136	1464708336483531	2.720119
137	1464708336507484	2.740173
144	1464708336803697	2.880106
145	1464708336830638	2.900141
146	1464708336856876	2.920174
147	1464708336881389	2.940151
148	1464708336905902	2.960127
149	1464708336930188	2.980089
150	1464708336956207	3.000091
151	1464708336980221	3.020139
152	1464708337005673	3.040176
153	1464708337029968	3.060146
157	1464708337129901	3.140170
158	1464708337155998	3.160194
160	1464708337205779	3.200105
161	1464708337229815	3.220098
162	1464708337256450	3.240093
163	1464708337280881	3.260103
164	1464708337305141	3.280109
165	1464708337329843	3.300089
167	1464708337380703	3.340112
168	1464708337404887	3.360101
169	1464708337428947	3.380105
170	1464708337453207	3.400146
