rPacketNo	rPacketTime	rPacketTimeDouble
0	1464778754934203	0.000001
1	1464778754970968	0.020215
2	1464778755010967	0.040152
4	1464778755084144	0.080181
5	1464778755122385	0.100175
6	1464778755158768	0.120175
7	1464778755195027	0.140175
8	1464778755233456	0.160181
9	1464778755269872	0.180177
10	1464778755306125	0.200113
12	1464778755559684	0.240175
13	1464778755596840	0.260178
15	1464778755672933	0.300175
16	1464778755710503	0.320176
17	1464778755750087	0.340176
18	1464778755787046	0.360117
19	1464778755824297	0.380171
20	1464778755863442	0.400176
21	1464778755900011	0.420177
22	1464778755938958	0.440175
23	1464778755975599	0.460176
24	1464778756013075	0.480177
25	1464778756052074	0.500175
26	1464778756089709	0.520177
27	1464778756128396	0.540176
28	1464778756168717	0.560177
29	1464778756205775	0.580179
30	1464778756245567	0.600177
31	1464778756282579	0.620178
34	1464778756406551	0.680179
36	1464778756483700	0.720174
37	1464778756520083	0.740176
38	1464778756560441	0.760133
39	1464778756597089	0.780168
40	1464778756635580	0.800177
41	1464778756677050	0.820176
42	1464778756715011	0.840176
43	1464778756753437	0.860178
44	1464778756791036	0.880179
45	1464778756828321	0.900178
46	1464778756867710	0.920176
47	1464778756906625	0.940176
48	1464778756945827	0.960176
49	1464778756985346	0.980179
50	1464778757022951	1.000176
51	1464778757062947	1.020177
52	1464778757100799	1.040178
53	1464778757139523	1.060180
54	1464778757179747	1.080183
55	1464778757217724	1.100179
56	1464778757254626	1.120181
57	1464778757294322	1.140180
58	1464778757330788	1.160179
61	1464778757608536	1.220175
62	1464778757645342	1.240176
63	1464778757684728	1.260178
64	1464778757722006	1.280184
65	1464778757759001	1.300140
66	1464778757797219	1.320144
67	1464778757833563	1.340137
68	1464778757869786	1.360177
69	1464778757907867	1.380182
70	1464778757948043	1.400185
71	1464778757989754	1.420185
72	1464778758027897	1.440181
74	1464778758224114	1.480178
75	1464778758261472	1.500177
77	1464778758339012	1.540190
78	1464778758376824	1.560242
79	1464778758416727	1.580210
80	1464778758453050	1.600188
81	1464778758489432	1.620177
82	1464778758527413	1.640178
83	1464778758563934	1.660179
84	1464778758602076	1.680141
85	1464778758638396	1.700174
86	1464778758676187	1.720177
87	1464778758716667	1.740178
88	1464778758753563	1.760115
89	1464778758789915	1.780169
90	1464778758828255	1.800176
91	1464778758864639	1.820178
92	1464778758905982	1.840098
93	1464778758945821	1.860167
94	1464778758984382	1.880179
95	1464778759025838	1.900176
96	1464778759064672	1.920176
97	1464778759102558	1.940175
98	1464778759144287	1.960179
99	1464778759184610	1.980178
100	1464778759224642	2.000140
101	1464778759262367	2.020141
102	1464778759300993	2.040179
103	1464778759340703	2.060178
