rPacketNo	rPacketTime	rPacketTimeDouble
0	1464702359526904	0.000000
1	1464702359539120	0.020121
2	1464702359551178	0.040109
3	1464702359563490	0.060096
4	1464702359575590	0.080097
5	1464702359587789	0.100110
6	1464702359599891	0.120106
7	1464702359612143	0.140126
8	1464702359624333	0.160096
9	1464702359640187	0.180176
11	1464702359663236	0.220169
12	1464702359675352	0.240171
13	1464702359687314	0.260171
14	1464702359703413	0.280167
16	1464702359936633	0.320135
17	1464702359948776	0.340175
18	1464702359960915	0.360170
19	1464702359972827	0.380172
20	1464702359985171	0.400172
21	1464702359997302	0.420172
22	1464702360009493	0.440173
23	1464702360021715	0.460175
24	1464702360033779	0.480170
26	1464702360060662	0.520172
27	1464702360072757	0.540192
28	1464702360084948	0.560200
29	1464702360097016	0.580134
30	1464702360109207	0.600168
31	1464702360121398	0.620168
32	1464702360133556	0.640170
33	1464702360147548	0.660170
34	1464702360159765	0.680169
35	1464702360171927	0.700168
36	1464702360184441	0.720170
37	1464702360196598	0.740172
38	1464702360208823	0.760169
39	1464702360221046	0.780168
40	1464702360233237	0.800169
41	1464702360247261	0.820169
42	1464702360263288	0.840120
50	1464702360550890	1.000172
51	1464702360563112	1.020171
52	1464702360575243	1.040175
53	1464702360587272	1.060173
54	1464702360599594	1.080173
55	1464702360611683	1.100177
56	1464702360623944	1.120175
57	1464702360636294	1.140175
58	1464702360648489	1.160180
59	1464702360664367	1.180168
60	1464702360675314	1.200172
61	1464702360687495	1.220168
62	1464702360699627	1.240168
63	1464702360711749	1.260169
64	1464702360723911	1.280169
65	1464702360736135	1.300168
66	1464702360748299	1.320168
67	1464702360763332	1.340168
68	1464702360960597	1.360169
69	1464702360972470	1.380170
70	1464702360984820	1.400170
71	1464702360997055	1.420172
72	1464702361008944	1.440171
73	1464702361021397	1.460172
74	1464702361033586	1.480171
75	1464702361045749	1.500169
76	1464702361057944	1.520171
77	1464702361073653	1.540172
78	1464702361084726	1.560168
79	1464702361096983	1.580171
80	1464702361109142	1.600168
81	1464702361121365	1.620170
82	1464702361133496	1.640134
83	1464702361145686	1.660133
84	1464702361157881	1.680168
85	1464702361171928	1.700168
86	1464702361184149	1.720169
87	1464702361197015	1.740133
88	1464702361209110	1.760135
89	1464702361221272	1.780168
90	1464702361233376	1.800169
91	1464702361245463	1.820168
92	1464702361370942	1.840134
93	1464702361383071	1.860172
94	1464702361395209	1.880175
95	1464702361407246	1.900171
96	1464702361419439	1.920172
97	1464702361433441	1.940120
98	1464702361445630	1.960171
99	1464702361457758	1.980171
100	1464702361469762	2.000171
104	1464702361611422	2.080123
105	1464702361623637	2.100167
106	1464702361636837	2.120171
