rPacketNo	rPacketTime	rPacketTimeDouble
0	1464704261706715	0.000000
1	1464704261707775	0.020137
2	1464704261708769	0.040131
3	1464704261709884	0.060123
4	1464704261710905	0.080087
5	1464704261711993	0.100092
6	1464704261712986	0.120097
7	1464704261713894	0.140170
8	1464704261911491	0.160135
9	1464704261912514	0.180168
10	1464704261913572	0.200093
11	1464704261914594	0.220124
12	1464704261915650	0.240171
13	1464704261916642	0.260137
14	1464704261917530	0.280173
15	1464704261918617	0.300171
16	1464704261919611	0.320172
17	1464704261920771	0.340173
18	1464704261921672	0.360173
19	1464704262116376	0.380171
20	1464704262117355	0.400172
21	1464704262118477	0.420108
22	1464704262119576	0.440178
23	1464704262120597	0.460171
24	1464704262121589	0.480093
25	1464704262122576	0.500116
26	1464704262123705	0.520089
27	1464704262124727	0.540169
28	1464704262125583	0.560173
29	1464704262321127	0.580129
30	1464704262322142	0.600160
31	1464704262323106	0.620172
32	1464704262324517	0.640173
33	1464704262325474	0.660121
34	1464704262326508	0.680169
35	1464704262327714	0.700172
36	1464704262328836	0.720190
37	1464704262329787	0.740197
38	1464704262330605	0.760172
39	1464704262525922	0.780126
40	1464704262526902	0.800125
41	1464704262527930	0.820173
42	1464704262529049	0.840175
43	1464704262530075	0.860174
44	1464704262531015	0.880172
45	1464704262532085	0.900172
46	1464704262533142	0.920102
47	1464704262534083	0.940134
48	1464704262535128	0.960166
49	1464704262536087	0.980136
50	1464704262730801	1.000172
51	1464704262731790	1.020172
52	1464704262732879	1.040173
53	1464704262733906	1.060174
54	1464704262734858	1.080170
55	1464704262735952	1.100171
56	1464704262737037	1.120173
57	1464704262738031	1.140173
58	1464704262739056	1.160174
59	1464704262740033	1.180101
60	1464704262935553	1.200110
61	1464704262936511	1.220160
62	1464704262937563	1.240118
63	1464704262938554	1.260169
64	1464704262939647	1.280171
65	1464704262940705	1.300170
66	1464704262941665	1.320172
67	1464704262942614	1.340172
68	1464704262943703	1.360174
69	1464704262944483	1.380136
70	1464704263140332	1.400171
71	1464704263141354	1.420103
72	1464704263142476	1.440119
73	1464704263143522	1.460168
74	1464704263144584	1.480169
75	1464704263145576	1.500171
76	1464704263146597	1.520135
77	1464704263147656	1.540172
78	1464704263148711	1.560171
79	1464704263149544	1.580173
80	1464704263345199	1.600123
81	1464704263346212	1.620159
82	1464704263347288	1.640173
83	1464704263348378	1.660171
84	1464704263349539	1.680171
85	1464704263350546	1.700171
86	1464704263351663	1.720171
87	1464704263352710	1.740196
88	1464704263353731	1.760220
89	1464704263354495	1.780215
90	1464704263549962	1.800152
91	1464704263550957	1.820128
92	1464704263552072	1.840175
93	1464704263553159	1.860172
94	1464704263554111	1.880170
95	1464704263555175	1.900173
96	1464704263556136	1.920113
97	1464704263557279	1.940184
98	1464704263558402	1.960120
99	1464704263559519	1.980168
100	1464704263560330	2.000124
101	1464704263754779	2.020158
102	1464704263755828	2.040173
103	1464704263756952	2.060174
104	1464704263757946	2.080172
105	1464704263758906	2.100124
106	1464704263759964	2.120168
107	1464704263761080	2.140173
108	1464704263762101	2.160172
109	1464704263763089	2.180171
110	1464704263763888	2.200173
111	1464704263959655	2.220125
112	1464704263961570	2.240134
113	1464704263962815	2.260172
114	1464704263963873	2.280171
115	1464704263964865	2.300172
116	1464704263965984	2.320211
117	1464704263966972	2.340173
118	1464704263967998	2.360173
119	1464704263968708	2.380170
120	1464704263969944	2.400172
121	1464704264164330	2.420107
123	1464704264166402	2.460164
132	1464704264369132	2.640173
133	1464704264370179	2.660171
134	1464704264371293	2.680126
135	1464704264372460	2.700167
136	1464704264373581	2.720201
137	1464704264374605	2.740205
138	1464704264375636	2.760176
139	1464704264376627	2.780177
140	1464704264377739	2.800176
141	1464704264378605	2.820124
142	1464704264573978	2.840162
143	1464704264574931	2.860171
144	1464704264575994	2.880173
145	1464704264577019	2.900172
146	1464704264578136	2.920104
147	1464704264579119	2.940164
148	1464704264580279	2.960119
149	1464704264581301	2.980169
150	1464704264582259	3.000172
151	1464704264583065	3.020133
152	1464704264778777	3.040134
153	1464704264779837	3.060169
154	1464704264780957	3.080168
155	1464704264781950	3.100172
156	1464704264783001	3.120172
157	1464704264784064	3.140172
158	1464704264785083	3.160175
159	1464704264786036	3.180172
160	1464704264787122	3.200175
161	1464704264788053	3.220132
162	1464704264983580	3.240146
163	1464704264984601	3.260138
164	1464704264985698	3.280161
165	1464704264986741	3.300177
166	1464704264987777	3.320179
167	1464704264988864	3.340179
168	1464704264989953	3.360179
169	1464704264990972	3.380179
170	1464704264992128	3.400131
171	1464704264992935	3.420103
172	1464704265188315	3.440149
173	1464704265189365	3.460134
174	1464704265190385	3.480179
175	1464704265191553	3.500177
176	1464704265192571	3.520176
177	1464704265193623	3.540140
178	1464704265194611	3.560178
179	1464704265195768	3.580179
180	1464704265196759	3.600177
181	1464704265197750	3.620175
182	1464704265198605	3.640123
183	1464704265393174	3.660163
184	1464704265394255	3.680137
185	1464704265395302	3.700171
186	1464704265396591	3.720171
187	1464704265397625	3.740194
188	1464704265398611	3.760212
189	1464704265399737	3.780210
190	1464704265400792	3.800205
191	1464704265401843	3.820207
192	1464704265402599	3.840208
193	1464704265597873	3.860191
194	1464704265598856	3.880180
195	1464704265599851	3.900176
196	1464704265601007	3.920279
197	1464704265602059	3.940107
203	1464704265802653	4.060170
