rPacketNo	rPacketTime	rPacketTimeDouble
0	1463731120201161	0.000000
1	1463731120219258	0.020175
2	1463731120237559	0.040147
3	1463731120255817	0.060145
4	1463731120274045	0.080146
6	1463731120312604	0.120128
7	1463731120330843	0.140149
8	1463731120349051	0.160144
9	1463731120367260	0.180145
10	1463731120385292	0.200142
11	1463731120405721	0.220145
12	1463731120424031	0.240121
13	1463731120442150	0.260149
14	1463731120460218	0.280145
15	1463731120478438	0.300143
16	1463731120498748	0.320146
17	1463731120516924	0.340140
18	1463731120535164	0.360144
19	1463731120553500	0.380144
20	1463731120571712	0.400141
21	1463731120590147	0.420144
22	1463731120610405	0.440145
23	1463731120628912	0.460144
24	1463731120647257	0.480144
25	1463731120665500	0.500145
26	1463731120683867	0.520166
27	1463731120704800	0.540145
39	1463731121025834	0.780145
40	1463731121043981	0.800142
41	1463731121062762	0.820143
42	1463731121081067	0.840144
43	1463731121099395	0.860145
45	1463731121138394	0.900141
46	1463731121156628	0.920145
47	1463731121174740	0.940144
49	1463731121212945	0.980145
50	1463731121231152	1.000141
51	1463731121249329	1.020143
52	1463731121417216	1.040144
53	1463731121435486	1.060145
54	1463731121453632	1.080145
55	1463731121471905	1.100140
56	1463731121490131	1.120144
57	1463731121508417	1.140144
58	1463731121530217	1.160144
59	1463731121547008	1.180143
60	1463731121565185	1.200141
61	1463731121583360	1.220142
62	1463731121601196	1.240141
63	1463731121621541	1.260159
64	1463731121639877	1.280147
65	1463731121658167	1.300133
66	1463731121676439	1.320144
67	1463731121694680	1.340142
68	1463731121712861	1.360144
71	1463731121769414	1.420141
72	1463731121839348	1.440144
73	1463731121857628	1.460144
74	1463731121875834	1.480144
75	1463731121894038	1.500134
76	1463731121912003	1.520142
77	1463731121932382	1.540144
78	1463731121950745	1.560144
79	1463731121968982	1.580144
80	1463731121987257	1.600134
81	1463731122005400	1.620143
82	1463731122023773	1.640143
85	1463731122080792	1.700136
86	1463731122098934	1.720154
87	1463731122116922	1.740145
88	1463731122138968	1.760145
91	1463731122192065	1.820149
92	1463731122210169	1.840143
93	1463731122249008	1.860144
94	1463731122267221	1.880144
95	1463731122285397	1.900167
96	1463731122303605	1.920148
99	1463731122360404	1.980137
100	1463731122378709	2.000144
101	1463731122396976	2.020144
102	1463731122415221	2.040142
104	1463731122453825	2.080145
105	1463731122472100	2.100155
106	1463731122490385	2.120122
107	1463731122508646	2.140144
108	1463731122526613	2.160144
111	1463731122583587	2.220142
112	1463731122601516	2.240119
125	1463731122868274	2.500134
126	1463731122886771	2.520143
127	1463731122904914	2.540144
128	1463731122923091	2.560144
129	1463731122941304	2.580145
131	1463731122979826	2.620143
132	1463731122998162	2.640133
133	1463731123016405	2.660145
135	1463731123052912	2.700143
137	1463731123091285	2.740144
